timestamp,loss,val_loss,grad_norm,learning_rate,train_val_gap,output_variance
step_0,14.070328712463379,13.308597564697266,9.424671100187837,0.001,-0.7617311477661133,0.010245461948215961
step_1,14.01272201538086,13.2588472366333,9.392840833650121,0.001,-0.7538747787475586,0.010091045871376991
step_2,13.955580711364746,13.209796905517578,9.381252391565443,0.001,-0.745783805847168,0.0099556352943182
step_3,13.899057388305664,13.161419868469238,9.338872405334433,0.001,-0.7376375198364258,0.009835881181061268
step_4,13.843219757080078,13.113299369812012,9.311548069407376,0.001,-0.7299203872680664,0.00973712932318449
step_5,13.787592887878418,13.065223693847656,9.285802914882359,0.001,-0.7223691940307617,0.009661593474447727
step_6,13.732224464416504,13.017236709594727,9.248440777470721,0.001,-0.7149877548217773,0.009609493426978588
step_7,13.677098274230957,12.969067573547363,9.24305194204974,0.001,-0.7080307006835938,0.009583428502082825
step_8,13.621674537658691,12.920490264892578,9.232235025590912,0.001,-0.7011842727661133,0.009582089260220528
step_9,13.566083908081055,12.871452331542969,9.215649677597133,0.001,-0.6946315765380859,0.009607814252376556
step_10,13.51046371459961,12.822203636169434,9.20309534938821,0.001,-0.6882600784301758,0.009656415320932865
step_11,13.454645156860352,12.77231216430664,9.213019433162914,0.001,-0.6823329925537109,0.009729143232107162
step_12,13.398366928100586,12.721614837646484,9.21206672567754,0.001,-0.6767520904541016,0.009831930510699749
step_13,13.341538429260254,12.669894218444824,9.234136205909893,0.001,-0.6716442108154297,0.009961212985217571
step_14,13.283411026000977,12.617257118225098,9.253039118462896,0.001,-0.6661539077758789,0.010114802047610283
step_15,13.224308967590332,12.563604354858398,9.256954695127847,0.001,-0.6607046127319336,0.010304565541446209
step_16,13.16455078125,12.509037971496582,9.279175780710197,0.001,-0.655512809753418,0.010523480363190174
step_17,13.103468894958496,12.453413009643555,9.31680442451644,0.001,-0.6500558853149414,0.010775412432849407
step_18,13.041217803955078,12.39651107788086,9.338437349061394,0.001,-0.6447067260742188,0.011062187142670155
step_19,12.977736473083496,12.338685035705566,9.380908933198759,0.001,-0.6390514373779297,0.01137595996260643
step_20,12.912822723388672,12.279888153076172,9.425602728824087,0.001,-0.6329345703125,0.011712327599525452
step_21,12.846301078796387,12.220010757446289,9.467576528433282,0.001,-0.6262903213500977,0.012076038867235184
step_22,12.778289794921875,12.158853530883789,9.508160426694465,0.001,-0.6194362640380859,0.012479844503104687
step_23,12.70880126953125,12.096285820007324,9.545450428744347,0.001,-0.6125154495239258,0.012933054007589817
step_24,12.637686729431152,12.032135963439941,9.600368413497197,0.001,-0.6055507659912109,0.013427077792584896
step_25,12.565073013305664,11.966423034667969,9.637124650684168,0.001,-0.5986499786376953,0.013968242332339287
step_26,12.490920066833496,11.899173736572266,9.69084798700631,0.001,-0.5917463302612305,0.014552141539752483
step_27,12.415094375610352,11.830461502075195,9.736182823433346,0.001,-0.5846328735351562,0.01518508605659008
step_28,12.338086128234863,11.760611534118652,9.772054099800162,0.001,-0.5774745941162109,0.0158630833029747
step_29,12.259980201721191,11.6896390914917,9.810834020663373,0.001,-0.5703411102294922,0.016579190269112587
step_30,12.18072509765625,11.61770248413086,9.861723897557415,0.001,-0.5630226135253906,0.0173417367041111
step_31,12.10025405883789,11.544844627380371,9.914743176493205,0.001,-0.5554094314575195,0.01814858987927437
step_32,12.018335342407227,11.470932960510254,9.98303237270553,0.001,-0.5474023818969727,0.019005676731467247
step_33,11.934728622436523,11.39578628540039,10.05119218167957,0.001,-0.5389423370361328,0.019911305978894234
step_34,11.849775314331055,11.319741249084473,10.091677856208982,0.001,-0.530034065246582,0.020859407261013985
step_35,11.764020919799805,11.243271827697754,10.13299010389251,0.001,-0.5207490921020508,0.021845748648047447
step_36,11.6774263381958,11.166370391845703,10.180369436682982,0.001,-0.5110559463500977,0.022865310311317444
step_37,11.590436935424805,11.08923625946045,10.21125690395608,0.001,-0.5012006759643555,0.023917457088828087
step_38,11.5032377243042,11.011962890625,10.250258041189914,0.001,-0.4912748336791992,0.025006316602230072
step_39,11.415794372558594,10.934518814086914,10.282874870377855,0.001,-0.4812755584716797,0.026133662089705467
step_40,11.328311920166016,10.856595039367676,10.33270223955676,0.001,-0.47171688079833984,0.027289707213640213
step_41,11.240312576293945,10.77843952178955,10.36911700876902,0.001,-0.46187305450439453,0.02847106009721756
step_42,11.152304649353027,10.700422286987305,10.404462628494114,0.001,-0.45188236236572266,0.02968079410493374
step_43,11.064326286315918,10.622594833374023,10.431725612844966,0.001,-0.44173145294189453,0.030911723151803017
step_44,10.976552963256836,10.544841766357422,10.46736632668938,0.001,-0.43171119689941406,0.032159846276044846
step_45,10.88879680633545,10.467294692993164,10.506720381261127,0.001,-0.42150211334228516,0.033433668315410614
step_46,10.801373481750488,10.390110969543457,10.531873985370408,0.001,-0.41126251220703125,0.0347309447824955
step_47,10.71435832977295,10.313268661499023,10.555179386348348,0.001,-0.4010896682739258,0.03605283424258232
step_48,10.627961158752441,10.236881256103516,10.578472780774677,0.001,-0.3910799026489258,0.03739394620060921
step_49,10.542160987854004,10.161113739013672,10.600442453255292,0.001,-0.38104724884033203,0.03875362500548363
step_50,10.457043647766113,10.085928916931152,10.620445840520004,0.001,-0.37111473083496094,0.04012752324342728
step_51,10.372624397277832,10.011460304260254,10.637706197710862,0.001,-0.3611640930175781,0.041515983641147614
step_52,10.289017677307129,9.937699317932129,10.653633128371174,0.001,-0.351318359375,0.04291946813464165
step_53,10.206249237060547,9.864667892456055,10.66697000456212,0.001,-0.3415813446044922,0.04433435946702957
step_54,10.12437629699707,9.792431831359863,10.678479575288886,0.001,-0.33194446563720703,0.04575737938284874
step_55,10.043434143066406,9.721055030822754,10.689811574229742,0.001,-0.32237911224365234,0.047189656645059586
step_56,9.963433265686035,9.650569915771484,10.700338478716256,0.001,-0.3128633499145508,0.048630207777023315
step_57,9.884418487548828,9.580981254577637,10.707944521448317,0.001,-0.3034372329711914,0.05007433518767357
step_58,9.806417465209961,9.512289047241211,10.715424100177737,0.001,-0.29412841796875,0.05152226239442825
step_59,9.729401588439941,9.444500923156738,10.72261049048744,0.001,-0.2849006652832031,0.05297326296567917
step_60,9.653398513793945,9.37761402130127,10.726932941131361,0.001,-0.2757844924926758,0.05442773550748825
step_61,9.578367233276367,9.311596870422363,10.73202028318882,0.001,-0.2667703628540039,0.055887263268232346
step_62,9.504324913024902,9.24642276763916,10.733984589554824,0.001,-0.2579021453857422,0.05735153332352638
step_63,9.431279182434082,9.18210506439209,10.735099201870085,0.001,-0.2491741180419922,0.058817021548748016
step_64,9.3591947555542,9.118636131286621,10.734589865165011,0.001,-0.24055862426757812,0.06028154864907265
step_65,9.288089752197266,9.055996894836426,10.733224968396266,0.001,-0.23209285736083984,0.061746105551719666
step_66,9.217965126037598,8.9942045211792,10.730286377545413,0.001,-0.22376060485839844,0.06321048736572266
step_67,9.148813247680664,8.933253288269043,10.72684899434726,0.001,-0.2155599594116211,0.06467333436012268
step_68,9.080628395080566,8.873135566711426,10.722034468819345,0.001,-0.20749282836914062,0.06613314896821976
step_69,9.013404846191406,8.8138427734375,10.71710099400804,0.001,-0.19956207275390625,0.06758946925401688
step_70,8.947110176086426,8.755361557006836,10.711601669198155,0.001,-0.19174861907958984,0.06904125213623047
step_71,8.881732940673828,8.697693824768066,10.703903883662765,0.001,-0.18403911590576172,0.07048671692609787
step_72,8.817299842834473,8.640851020812988,10.69572695143366,0.001,-0.17644882202148438,0.07192540168762207
step_73,8.75381851196289,8.584824562072754,10.686424133829012,0.001,-0.16899394989013672,0.07335589081048965
step_74,8.69128704071045,8.5296049118042,10.676422917543945,0.001,-0.16168212890625,0.0747770369052887
step_75,8.629678726196289,8.475181579589844,10.666002021923521,0.001,-0.1544971466064453,0.07618848234415054
step_76,8.568988800048828,8.421545028686523,10.654820838396644,0.001,-0.1474437713623047,0.07758880406618118
step_77,8.509199142456055,8.368683815002441,10.642649537131952,0.001,-0.14051532745361328,0.07897849380970001
step_78,8.45030403137207,8.316593170166016,10.629675548064393,0.001,-0.1337108612060547,0.08035621792078018
step_79,8.392291069030762,8.265250205993652,10.616350606578383,0.001,-0.12704086303710938,0.08172253519296646
step_80,8.335152626037598,8.214668273925781,10.601915047404432,0.001,-0.1204843521118164,0.08307617157697678
step_81,8.278892517089844,8.164826393127441,10.587495259375611,0.001,-0.11406612396240234,0.08441657572984695
step_82,8.223494529724121,8.115730285644531,10.572047043309308,0.001,-0.10776424407958984,0.08574255555868149
step_83,8.168961524963379,8.06737995147705,10.556475437681645,0.001,-0.10158157348632812,0.0870528370141983
step_84,8.115277290344238,8.019769668579102,10.540433304177967,0.001,-0.09550762176513672,0.08834654837846756
step_85,8.062444686889648,7.972904205322266,10.523488592414237,0.001,-0.08954048156738281,0.089622363448143
step_86,8.010473251342773,7.926773548126221,10.506522870283968,0.001,-0.08369970321655273,0.09087954461574554
step_87,7.959352970123291,7.881365776062012,10.4887227370039,0.001,-0.0779871940612793,0.09211722016334534
step_88,7.909072399139404,7.836694240570068,10.470978400427862,0.001,-0.07237815856933594,0.09333482384681702
step_89,7.859633922576904,7.792748928070068,10.45254672514071,0.001,-0.06688499450683594,0.09453238546848297
step_90,7.811024188995361,7.749544143676758,10.433502445711737,0.001,-0.061480045318603516,0.09570902585983276
step_91,7.763248920440674,7.7070722579956055,10.414482504801185,0.001,-0.05617666244506836,0.09686363488435745
step_92,7.716311454772949,7.665329456329346,10.395194164727863,0.001,-0.050981998443603516,0.09799539297819138
step_93,7.670206069946289,7.624326705932617,10.375088536190276,0.001,-0.045879364013671875,0.09910460561513901
step_94,7.624935150146484,7.584064483642578,10.355234143906662,0.001,-0.04087066650390625,0.1001904234290123
step_95,7.580498218536377,7.5445404052734375,10.334891280333414,0.001,-0.03595781326293945,0.10125262290239334
step_96,7.536895751953125,7.505733013153076,10.314347687275184,0.001,-0.031162738800048828,0.10228966921567917
step_97,7.4941277503967285,7.467636585235596,10.293615306923865,0.001,-0.026491165161132812,0.103301502764225
step_98,7.452179431915283,7.430250644683838,10.272763920573809,0.001,-0.021928787231445312,0.10428948700428009
step_99,7.411034107208252,7.393574237823486,10.251626997418434,0.001,-0.017459869384765625,0.10525360703468323
step_100,7.370686054229736,7.357585430145264,10.230411767725785,0.001,-0.013100624084472656,0.10619373619556427
step_101,7.331132888793945,7.322276592254639,10.209255737103923,0.001,-0.00885629653930664,0.10710909217596054
step_102,7.292353630065918,7.287642002105713,10.188194135028809,0.001,-0.004711627960205078,0.10800090432167053
step_103,7.254339218139648,7.253671169281006,10.167043724853029,0.001,-0.0006680488586425781,0.10886915028095245
step_104,7.21707820892334,7.220358848571777,10.145585218802808,0.001,0.0032806396484375,0.10971234738826752
step_105,7.180570125579834,7.187707424163818,10.124238752950872,0.001,0.007137298583984375,0.11053160578012466
step_106,7.144808769226074,7.155697822570801,10.103047851029483,0.001,0.010889053344726562,0.11132614314556122
step_107,7.109766960144043,7.124321937561035,10.082218600939427,0.001,0.014554977416992188,0.11209564656019211
step_108,7.075428009033203,7.093573093414307,10.060891541802773,0.001,0.018145084381103516,0.11283984780311584
step_109,7.041796684265137,7.063436508178711,10.039904539235936,0.001,0.02163982391357422,0.1135580763220787
step_110,7.00886344909668,7.033906936645508,10.018662762640089,0.001,0.025043487548828125,0.1142520159482956
step_111,6.976623058319092,7.004973888397217,9.997539422797635,0.001,0.028350830078125,0.11492330580949783
step_112,6.945071220397949,6.976645469665527,9.97608915368447,0.001,0.031574249267578125,0.11557182669639587
step_113,6.914201736450195,6.948913097381592,9.954977348181579,0.001,0.034711360931396484,0.1161968931555748
step_114,6.884008884429932,6.92177677154541,9.933996405773877,0.001,0.037767887115478516,0.11679818481206894
step_115,6.854487895965576,6.8952178955078125,9.913083451450047,0.001,0.04072999954223633,0.11737506091594696
step_116,6.825625419616699,6.869232177734375,9.89207251608917,0.001,0.04360675811767578,0.11792789399623871
step_117,6.7974114418029785,6.843807220458984,9.871758696114107,0.001,0.04639577865600586,0.11845728009939194
step_118,6.769826889038086,6.818941593170166,9.851099444651508,0.001,0.04911470413208008,0.11896316707134247
step_119,6.742865085601807,6.7946271896362305,9.830688767731461,0.001,0.05176210403442383,0.1194450855255127
step_120,6.716530799865723,6.770843982696533,9.810277896482438,0.001,0.05431318283081055,0.11990393698215485
step_121,6.690811634063721,6.747591972351074,9.789787061262349,0.001,0.056780338287353516,0.12033801525831223
step_122,6.665703296661377,6.724852085113525,9.769471774330485,0.001,0.05914878845214844,0.12074820697307587
step_123,6.641195297241211,6.702625751495361,9.749501735764417,0.001,0.06143045425415039,0.12113529443740845
step_124,6.617269992828369,6.680904388427734,9.729803388754224,0.001,0.06363439559936523,0.12150050699710846
step_125,6.593916416168213,6.659680366516113,9.710076506822285,0.001,0.06576395034790039,0.12184427678585052
step_126,6.571121692657471,6.6389288902282715,9.690528909277516,0.001,0.06780719757080078,0.12216766923666
step_127,6.5488600730896,6.618641376495361,9.671135575141324,0.001,0.06978130340576172,0.12247118353843689
step_128,6.527121543884277,6.598810195922852,9.651862159824606,0.001,0.07168865203857422,0.12275387346744537
step_129,6.505899429321289,6.579399585723877,9.633062439253624,0.001,0.07350015640258789,0.12301743775606155
step_130,6.485189914703369,6.560417652130127,9.614324014207114,0.001,0.07522773742675781,0.12326234579086304
step_131,6.464986801147461,6.541872501373291,9.595176720547917,0.001,0.07688570022583008,0.12348686903715134
step_132,6.445290565490723,6.523767471313477,9.576688542410762,0.001,0.0784769058227539,0.12369072437286377
step_133,6.426095008850098,6.506097316741943,9.558382744063717,0.001,0.0800023078918457,0.12387271970510483
step_134,6.407383918762207,6.488847732543945,9.540616485873286,0.001,0.08146381378173828,0.12403354048728943
step_135,6.389161586761475,6.472019195556641,9.522829717320507,0.001,0.08285760879516602,0.12417259812355042
step_136,6.371419906616211,6.455601692199707,9.505746038619685,0.001,0.0841817855834961,0.12429171055555344
step_137,6.354142665863037,6.4395833015441895,9.488286562861683,0.001,0.08544063568115234,0.12439107149839401
step_138,6.337334156036377,6.423954963684082,9.470838962023702,0.001,0.08662080764770508,0.1244707703590393
step_139,6.320980072021484,6.408712863922119,9.453961576944309,0.001,0.08773279190063477,0.12453155964612961
step_140,6.3050689697265625,6.3938493728637695,9.437103259826738,0.001,0.08878040313720703,0.1245734691619873
step_141,6.289593696594238,6.379356861114502,9.420398875359558,0.001,0.08976316452026367,0.1245969608426094
step_142,6.274539947509766,6.3652119636535645,9.404177355161632,0.001,0.09067201614379883,0.12460363656282425
step_143,6.259894847869873,6.351422309875488,9.38857695846058,0.001,0.09152746200561523,0.12459482997655869
step_144,6.245642185211182,6.337984561920166,9.37256930787127,0.001,0.09234237670898438,0.124569833278656
step_145,6.231785297393799,6.324896335601807,9.357185348701805,0.001,0.09311103820800781,0.12452802062034607
step_146,6.218321323394775,6.312149524688721,9.3417310347409,0.001,0.09382820129394531,0.12447081506252289
step_147,6.205245494842529,6.299741744995117,9.326552264913468,0.001,0.09449625015258789,0.1243983805179596
step_148,6.192541122436523,6.287665843963623,9.31218331358604,0.001,0.09512472152709961,0.12431193143129349
